machine_hours,labor_hours,downtime_hours,machine_type,operator_skill,material_quality,shift_type,maintenance_status,production_line,ambient_temp_c,humidity_percent,output_units
191.98453421826866,209.41183454403648,59.98853840671944,CNC,Junior,Grade A,Night,Reactive,Line 3,21.484063417416237,32.27465980592868,1296.0
398.85207668271835,97.44844000621464,51.06783200001622,Injection,Senior,Grade A,Rotating,,Line 4,26.507864504547943,71.27795468962888,8666.0
282.8461007503896,330.31037495428563,35.23330287107292,Injection,Senior,Grade C,Rotating,Reactive,Line 1,28.434766184034746,45.13230065986915,8055.0
124.37545900032976,169.3722193352293,41.636048642279604,Assembly,Senior,Grade B,Rotating,Reactive,Line 2,25.50909163459626,49.31478109871112,3034.0
230.28689423082125,278.3016980155229,36.218327454739295,Packaging,Senior,Grade C,Day,Preventive,Line 3,28.02803599965946,78.71845353205143,1691.0
119.84309029578597,154.00999972829348,48.650756811521774,Assembly,Junior,Grade B,Night,Reactive,Line 4,23.908226875104017,30.775637051724114,1436.0
425.3462888908547,195.62335777991322,53.15908941942173,Assembly,Expert,Grade C,Night,Preventive,Line 4,29.136246030838706,66.0662196572755,11145.0
369.88192022973845,232.76985853686145,45.995542978347665,Injection,Expert,Grade B,Day,,Line 2,26.190345513623647,77.44420881558955,13250.0
291.99680659642195,314.3258581761501,10.917751772736066,Assembly,Junior,Grade C,Night,None,Line 4,20.74749978698534,33.192979117649635,10871.0
562.3919302261969,339.544691638427,22.351283935119646,Injection,Senior,Grade A,Rotating,Reactive,Line 1,30.470523843406824,73.30385121825736,13293.0
349.73704613802175,199.67682886779667,47.06449272916435,CNC,Trainee,Grade A,Night,None,Line 1,29.715535411012162,50.812084676801916,6597.0
541.5184918292855,123.89444764465371,49.39065480363906,Injection,Expert,Grade A,Rotating,Reactive,Line 1,31.494770928419495,73.89982579101016,11372.0
381.12422424809796,95.31375825208833,37.72816405405083,Packaging,Senior,Grade A,Rotating,,Line 3,25.966119229189623,45.41372964452114,522.0
275.93230439036586,162.6692336512176,42.84871326237966,Assembly,Trainee,Grade C,Day,Preventive,Line 4,27.460373777361426,79.13313602499639,13401.0
360.27837514809033,328.6420550208471,10.469913775831168,,Trainee,Grade A,Rotating,Preventive,Line 1,30.090109307210376,62.35247048356993,3703.0
158.9684536775822,138.63345711213628,22.359948430879136,Packaging,Senior,Grade B,Night,None,Line 1,18.736278649304335,61.35451802186785,951.0
430.8717797408188,57.10718781293477,32.078176890650134,Assembly,Junior,Grade B,Night,Preventive,Line 3,30.770864867444452,70.29516914406543,773.0
590.7092536242412,243.13939132509495,59.02250436116915,Assembly,Senior,Grade A,Night,Preventive,Line 4,21.79628789247807,51.829303482101665,1524.0
208.66781989061604,52.10090566300644,47.952935414138025,Assembly,Junior,Grade A,Night,Reactive,Line 1,18.798611543682547,42.93348160541868,
248.06277687244176,358.5730506834253,,Packaging,Trainee,Grade A,Night,Reactive,Line 1,21.326497815770583,43.14650963595435,11400.0
291.1675808405713,284.1017726338425,21.144392426660282,CNC,Expert,Grade C,Rotating,Reactive,Line 1,26.209039487202546,46.53018754133386,8857.0
331.4109480644128,132.4643285248394,13.013897569797985,,Junior,Grade B,Day,Reactive,Line 3,18.669857982383903,60.86763172871076,7053.0
453.93356210876067,208.87294148655081,9.135545347023633,CNC,Junior,Grade B,Day,,Line 4,18.010706728514975,71.91948653059134,8988.0
151.0700319467142,306.1180587093784,7.198805458190924,Injection,Junior,Grade B,Night,Reactive,,26.951077423853718,54.97889392138954,8356.0
237.28208209815236,369.6461800805876,57.94218245356558,Assembly,Expert,Grade C,Rotating,None,Line 2,24.347422864127815,50.17241151753978,8520.0
360.1086626337135,354.80335422161477,54.39801396103892,Packaging,Senior,Grade C,Day,None,Line 3,29.820623514213768,69.69238693455273,10718.0
386.58025042232714,65.03134730617533,28.99465595489402,CNC,Trainee,Grade B,Night,None,Line 2,,44.48339534005359,13904.0
359.0477150979562,,32.91267803903988,CNC,Trainee,Grade B,Rotating,Reactive,Line 4,21.929906460552083,64.45176345194163,8296.0
306.4542256800505,255.18053396222777,50.31736499473273,CNC,Junior,Grade B,Day,Preventive,Line 3,19.085649654728332,35.29026103632476,9628.0
449.9670296410738,218.7385847908987,38.930301575655356,Assembly,Trainee,Grade A,Rotating,Reactive,Line 3,25.53916351899119,35.66191331242955,11742.0
186.32685630477647,145.45734649676942,43.95947501467987,CNC,Junior,Grade C,Night,None,Line 3,23.12266145851283,62.20277383823432,8787.0
227.0183910783676,391.42231210957215,47.46851216528762,Assembly,Expert,Grade B,Rotating,Reactive,Line 4,22.75590987880016,34.13752571378007,1070.0
311.13141192149646,308.6561452301267,28.98172544051083,Packaging,Junior,,Day,None,Line 2,24.40685743905359,37.75255819751969,8832.0
441.66154117954414,287.43428142014403,58.487573467948245,CNC,Expert,Grade B,Day,,Line 1,29.895623275041856,61.21845285801811,5936.0
122.82243351685771,105.27868939947338,37.70189828306641,CNC,Junior,Grade B,Rotating,,Line 4,19.47264034211881,51.91018485506629,7206.0
140.14891540007466,,38.0091151004489,Assembly,Junior,Grade C,Day,Preventive,Line 1,25.33031078528228,58.064822643963595,10646.0
486.85233421341684,257.80672627978174,8.462708184818787,Assembly,Expert,Grade B,Rotating,Preventive,Line 1,20.750090051726968,78.84714562944478,1266.0
215.69657804270125,,59.264232728135454,,Senior,Grade C,Rotating,Preventive,Line 1,20.973476762987495,61.59805189659797,2126.0
,375.18172581600476,4.24653208840329,Assembly,Expert,Grade C,Night,Reactive,Line 3,21.594292968545062,59.54254021256378,9524.0
579.9305615676368,291.1816767452866,59.13818105095371,Packaging,Junior,Grade B,Night,Preventive,Line 3,24.43162369817886,49.00690406967155,14116.0
436.69139284050544,190.70933912843392,54.633935113673374,Packaging,Trainee,Grade A,Rotating,Reactive,Line 2,24.92160069030438,61.54387974997066,6820.0
452.77407495500165,288.7880334806404,51.385216301124984,CNC,Senior,Grade B,Day,None,Line 4,30.20115766284176,30.649976284937033,5210.0
418.52011691528804,64.90312253323027,40.41592165537632,Injection,Trainee,Grade B,Night,None,Line 1,30.489569968928734,57.866012467131256,1153.0
172.2120872800766,256.029810082782,36.53148535646014,Injection,Senior,Grade B,Day,Preventive,Line 4,26.213298842617142,33.44486802552935,12817.0
340.2369398106954,362.06495277112106,59.7972010507915,Assembly,Junior,Grade A,Rotating,Reactive,Line 4,21.939658179154126,41.008612346919364,8833.0
492.36842984959344,269.30074544397115,58.439849172631114,Assembly,Senior,Grade C,Day,Preventive,Line 4,29.458117872733972,58.15605010932772,6334.0
482.832613779827,42.714497888207575,48.70998501809165,Injection,Trainee,Grade A,Day,None,Line 3,29.100347909510734,63.397527425466,6124.0
,290.0268848741679,5.2116885598473655,Packaging,Expert,Grade A,Rotating,Reactive,Line 1,29.171348057799577,49.239827020035676,
548.415050671046,301.5198871387463,22.32999675325486,Injection,Senior,Grade B,Night,,Line 1,18.22914616903317,50.94899579946967,6542.0
215.97242706165488,234.84249506618013,51.955668590351195,Packaging,Senior,Grade B,Night,Reactive,Line 4,28.554094012095195,54.90112029069421,3377.0
455.29466591603364,333.79176249241715,42.15121950460695,Packaging,Junior,Grade A,Day,None,Line 2,29.938072399832805,67.95373038722823,
418.6967675413655,112.82485582264034,7.320252212356653,Assembly,Junior,Grade C,Rotating,Preventive,Line 3,26.470461136339537,30.881388579508364,4025.0
540.631690794708,187.23239052347682,20.8949124774215,Assembly,Senior,Grade C,Rotating,Preventive,Line 4,28.517418771134853,52.35339993775145,5894.0
175.4066844326008,330.7309668989946,1.165530250649447,Assembly,Junior,Grade B,Night,Preventive,Line 4,28.866382895604872,30.713679895341322,12124.0
464.6921397801695,257.3283292035135,53.568196052556715,Injection,Junior,Grade C,Rotating,None,Line 1,,45.957093031639154,14933.0
300.1326974657509,397.9714892611767,44.82031713728907,Injection,Expert,Grade C,Rotating,None,,29.390690027014465,55.992431065661215,13775.0
285.13246889426875,64.93515986696455,26.151651638174783,Injection,Senior,Grade C,Day,None,Line 4,29.09207362901506,33.99596418337407,
98.61131059354642,127.95200634631608,45.62328615119377,Packaging,Trainee,Grade A,Day,Preventive,Line 2,,54.26067639881861,9882.0
579.9594159265587,111.68512689586034,56.005331622683315,Assembly,Expert,Grade A,Night,None,Line 1,30.899230849661826,76.22869518127547,13053.0
431.3996419172999,391.5012009060854,16.79350155905212,CNC,Junior,Grade B,Night,None,Line 1,25.41600416216773,64.26711688520383,7655.0
387.1651918941222,352.9345561764754,17.149010463889997,Injection,,Grade C,Day,Preventive,Line 4,18.440913761057526,69.11263359384037,11682.0
210.60622672673162,87.92447589889602,28.959088887311825,CNC,Senior,Grade B,Rotating,None,Line 2,18.267496690282464,59.02071091082986,883.0
422.39160950814403,167.36940616769053,42.413977647512986,CNC,Senior,,Rotating,Reactive,Line 4,31.144973822487202,74.81794900236133,12620.0
571.7134517367986,58.93499366207896,59.58224612020366,Injection,Senior,Grade B,Day,None,Line 4,22.72305520253111,37.34346460126801,2698.0
164.90963286145245,267.72423472599166,9.775887324217285,Injection,Trainee,Grade A,Day,Preventive,Line 4,23.285464842816815,52.48930166023233,5867.0
591.5804812485271,159.2300962416105,20.528133894587242,Injection,Trainee,Grade A,Day,Reactive,Line 4,24.578712411628217,59.85166171912417,1070.0
302.2632572013336,132.7231361158037,21.806398659056075,Assembly,Trainee,Grade B,Day,Preventive,Line 2,21.721185960816857,73.67376707881535,10957.0
588.679141854011,228.3221913487511,43.549438366717,CNC,Junior,Grade C,Rotating,Preventive,Line 4,26.265798727363993,45.40051227310576,3142.0
409.6111298090488,,53.19586775694448,Packaging,Senior,Grade B,Rotating,Preventive,Line 1,28.98468548234751,30.0563988882882,5721.0
248.5355288384639,185.41033918306164,11.027708306220134,CNC,Senior,Grade C,Night,Reactive,Line 1,21.60278291857112,78.72070555215652,4231.0
274.7108656756388,312.6816008287546,42.81902143934575,Packaging,Trainee,Grade B,Day,Reactive,,28.402857608792566,31.298865206643242,3488.0
231.08851010150164,200.6076130016187,54.57732094557536,CNC,Expert,Grade B,Night,Preventive,Line 4,27.408268005619703,37.61833636198671,13087.0
254.0840613805512,117.22793694012474,7.277740140040994,CNC,Expert,Grade B,Rotating,None,Line 4,25.35816847927928,51.102316472414245,14597.0
416.19865016485113,200.63408907877272,38.10359880379864,Assembly,Junior,Grade A,Night,Reactive,Line 3,22.556189358644477,54.818490649893015,9763.0
88.63465498559938,233.6996238943942,12.143043852047688,Packaging,Expert,Grade B,Rotating,Preventive,Line 4,30.218842435028883,71.72329787145924,6974.0
583.1682025548455,206.16857465380528,26.468455125672705,Injection,Junior,Grade A,Rotating,None,Line 2,,52.39089749578319,1261.0
479.6345885988369,,7.608524235392111,Injection,Expert,Grade A,Night,Preventive,Line 2,23.245282955139167,57.37145683254303,14540.0
569.3248334284635,,41.017151560878105,Assembly,Expert,Grade A,Night,Reactive,Line 3,26.979191920128763,39.99999354260599,7902.0
453.12239156178754,380.9027912442646,24.08252279459819,Injection,Expert,Grade B,Day,Reactive,Line 1,30.884643207788358,,11252.0
330.13750242887687,147.09505039713275,34.0351616315882,CNC,Senior,Grade B,Rotating,,Line 2,25.11225086208986,47.41918714927253,1427.0
178.65827688428897,293.9330604097157,31.41253946466974,Assembly,Trainee,Grade B,Day,Reactive,Line 4,28.117669289762027,34.93661406379262,2644.0
348.4872047215518,162.64998068302688,41.639088170107655,Packaging,Senior,Grade B,Day,Preventive,Line 4,24.396362348544116,77.32314456743217,14771.0
450.08168587373837,389.07148904910287,53.73470039043115,Assembly,Trainee,Grade A,Rotating,Preventive,,21.063307114095725,34.08421427216939,2298.0
524.175002604388,395.7803558628183,16.784960303231358,CNC,Expert,Grade C,Night,None,Line 3,19.73533256761735,63.8939465190833,8018.0
248.54816741324544,337.03468482649816,35.71000883001358,Assembly,Trainee,Grade C,Day,None,Line 2,19.90857011099131,75.40965764639034,10829.0
345.45001430656544,249.33047140194498,34.4259827235113,CNC,Senior,Grade A,Day,None,Line 4,18.29856002204722,38.96023271115219,11962.0
402.3900487158137,235.14423626535304,18.9087191502553,Assembly,Trainee,Grade A,Rotating,None,Line 1,25.740631879233543,41.85588330645108,11863.0
386.0682638590829,158.42610528947813,29.97516928357646,Packaging,Trainee,Grade C,Night,Preventive,Line 1,19.835483711236062,51.33533825712057,8097.0
107.23384392424745,83.93028181706806,2.427190418549807,Packaging,Trainee,Grade C,Night,Preventive,Line 1,,44.725498409304855,4747.0
331.36479292219866,,25.615984307084844,Injection,Expert,Grade C,Day,Preventive,Line 4,31.76056534535217,67.95165698686023,14392.0
500.6962797645978,207.56110257028212,16.23161316723489,CNC,Trainee,Grade C,Rotating,Preventive,Line 1,24.942162174935056,46.9076687753285,13513.0
497.19799630162925,392.3639388397251,51.83853900578662,Injection,Expert,Grade C,Day,None,Line 1,24.29543524330186,79.29177702093007,14943.0
343.7139415214078,,21.467501288360214,Assembly,,Grade B,Night,Reactive,Line 1,22.87301465570042,72.93936162549849,12951.0
575.2253188492675,187.94286872504492,11.53258360236595,Assembly,Junior,Grade C,Day,Preventive,Line 2,26.932377237130943,74.76720668921719,950.0
509.63974452303256,270.9110247103267,31.780273526193138,Assembly,Trainee,Grade B,Rotating,Reactive,Line 4,26.512379288206038,33.18321426337364,9509.0
463.4099907001759,166.3829762830323,,Assembly,Expert,Grade B,Day,None,Line 2,22.807349692981557,38.815422971454204,6891.0
348.11240506182787,41.30671002149632,21.242745532065108,Packaging,Trainee,,Night,None,Line 3,22.804333124311043,38.46842034594163,9646.0
387.1516992990957,182.6381684992536,,Assembly,Trainee,Grade A,Rotating,Reactive,Line 1,27.027253666432394,,5080.0
196.08229502906386,329.6709174885983,19.56777345575817,Packaging,Senior,Grade C,Rotating,None,,25.76364655122527,30.595568708758364,7085.0
356.85160656965223,379.82558627843747,44.13588198394593,Injection,Junior,Grade A,Rotating,Reactive,Line 3,28.059775988337154,70.3213099988001,14809.0
353.5313424856819,139.0326865694607,6.915070650003545,Packaging,Trainee,Grade C,Rotating,Preventive,Line 2,31.179492893058246,57.35230092126771,4385.0
185.4364810575911,371.792431186691,3.7320330987130124,Packaging,Trainee,Grade A,Rotating,None,Line 3,28.91428185399534,58.31565157936968,12473.0
574.597117607803,352.17347924727665,44.25455434337465,CNC,Expert,Grade A,Day,None,,22.26083991247191,56.86682111205059,3047.0
207.27111744540252,186.42058340760462,22.103892838343274,Assembly,Expert,Grade C,Rotating,Reactive,Line 4,28.62771407390948,56.76729448616361,3532.0
134.19568494087616,41.68401383032173,23.579716449153693,Assembly,Senior,Grade A,Night,Reactive,Line 2,,39.89430373167751,11018.0
322.8447879682871,344.1553341004685,34.44915882365076,Assembly,Junior,Grade C,Rotating,Reactive,Line 3,28.887189469627703,44.15898609095157,13311.0
436.7582397173548,143.23811107075574,59.21220959338651,Injection,Junior,Grade A,Night,Reactive,Line 2,30.411997787706653,54.380872891673775,4239.0
181.4789711302703,312.1191666316147,10.290588106472175,Assembly,,Grade C,Night,Reactive,Line 2,21.49915088781863,63.89222487612231,1709.0
175.10362150378478,,17.99124471375064,Assembly,Trainee,Grade B,Night,None,Line 3,21.34103016141939,43.597688000921735,9520.0
215.9645693058504,119.79922780580385,38.92221909880101,Assembly,Junior,Grade C,Night,Reactive,Line 3,24.056748715838033,70.30674624987535,13275.0
237.4130417830041,273.3562087560572,42.05779833824072,CNC,Senior,,Night,Preventive,Line 1,18.721474231072236,70.52965838905146,
208.02402744674632,315.34248369783194,42.368715541937796,,Senior,Grade B,Day,Reactive,Line 3,27.599603149876692,43.69397035780078,4522.0
324.76330085630445,210.80025677453105,35.72431608797549,CNC,Trainee,Grade B,Night,None,Line 2,28.495815114027053,58.00323402770515,8167.0
89.49681466381492,309.2476998904594,35.29703186318689,Assembly,Trainee,Grade C,Night,Preventive,Line 4,22.836020074226475,47.44614272670313,1484.0
125.50868092499772,185.7898616804929,8.886416973512532,Packaging,Trainee,Grade C,Night,None,Line 4,24.51399354335416,39.534286771868324,10261.0
459.26952564415205,392.89056593918644,50.077522375846875,CNC,Expert,Grade B,Day,Reactive,Line 1,26.264992219753204,70.29999778979243,12888.0
,126.33106198448701,0.5337486730879126,Assembly,Trainee,Grade C,Rotating,None,Line 2,19.030369844217006,79.5740609153267,11505.0
267.36493985343805,320.0276964807933,25.05463564099022,Assembly,Senior,Grade C,Night,None,Line 3,27.958165474116427,58.285958909617904,12037.0
85.43128646703214,309.85674054071626,12.924555107155818,CNC,Trainee,Grade C,Day,Reactive,,25.373823390486628,75.69733524298465,14699.0
235.07329596334048,230.59944493444166,6.260394777926972,Packaging,Expert,Grade A,Day,None,Line 3,26.739671951118112,62.10844037724009,10732.0
507.0169152125363,166.12177393232545,19.169448294884162,Packaging,Trainee,Grade A,Day,None,Line 3,28.133628131912364,58.286185078932824,11414.0
256.99097763894656,200.47357409717426,39.431237571227996,CNC,Expert,Grade B,Rotating,None,Line 3,27.45782237082418,54.00724400237194,11171.0
581.120595826665,266.6154741126476,29.824974618870968,Assembly,Expert,Grade B,Day,Preventive,Line 1,19.334502241598848,41.78574833466693,5144.0
282.77865064240916,230.9258680871174,52.41155171242904,,Expert,Grade B,Night,None,Line 3,28.956289065621124,34.21276356412176,10227.0
321.34702866799137,314.1544577069712,35.98112727472729,CNC,Trainee,Grade C,Night,Reactive,Line 2,26.540652145672308,,6428.0
496.9929243872338,169.84544971368393,15.188042160910769,CNC,Trainee,Grade C,Night,Reactive,Line 1,28.008331788098705,58.06549567744287,11129.0
591.1726376912947,78.60821259184718,30.91325671745572,CNC,Senior,Grade C,Rotating,None,Line 1,21.661024150169236,55.47248271112121,6854.0
273.2303361359054,222.01429072188333,13.643148227722406,Packaging,Junior,Grade B,Day,Reactive,Line 4,21.099981068579606,64.77853177045063,
142.3667775649172,133.244232093425,10.719388507188725,Injection,Trainee,Grade B,Night,Preventive,Line 1,29.565291890051007,39.60493917837702,5705.0
351.9897948605826,261.98970923940215,57.30123152528161,Injection,Senior,Grade A,Night,Reactive,Line 2,23.465448588640044,47.71014894565825,6124.0
387.715648012337,227.316249545439,,Injection,Junior,Grade C,Night,Reactive,Line 4,,50.77836356451332,12366.0
578.9173642570001,320.34948393967784,39.07248544416303,Injection,Senior,Grade C,,None,Line 3,25.722336613127034,39.326165278915596,13550.0
295.2397080673598,247.08180005227695,52.40593663137539,Injection,Junior,Grade A,Night,Preventive,Line 4,26.192335514342265,75.32321068360636,6851.0
127.22140698531305,,19.330659122268536,Assembly,Senior,Grade B,Day,Preventive,Line 1,18.97308998453092,64.07557287064586,9677.0
,83.14815957612058,47.34151440670841,CNC,Trainee,Grade B,Day,Reactive,Line 3,22.234631038632198,34.5931173171184,12058.0
90.97830527200682,83.25089233729558,47.32961606413171,Injection,Junior,Grade B,Rotating,Reactive,Line 3,,65.63990199335946,5367.0
301.2175042315356,270.52636441868657,49.440714138681244,,Expert,Grade C,Rotating,,Line 2,24.722253653761157,57.38938030102475,11651.0
293.0162488269409,357.071187679567,,CNC,Senior,Grade A,Rotating,None,,30.629381525697845,56.197023339657626,3172.0
212.50592487566658,189.32355231060993,57.77041405476105,Packaging,Trainee,Grade A,Day,Preventive,Line 2,23.448466566399908,79.48928875537405,12038.0
581.4407092677259,231.0841243991957,16.48687767520937,Packaging,Trainee,Grade B,Rotating,None,Line 1,28.954296555028968,60.91004105877894,8271.0
289.7723755867879,252.83650845391085,46.60888642233818,Packaging,,Grade C,Rotating,Preventive,Line 1,22.021449025090423,74.83640964981569,12140.0
545.2476996419937,211.82714747104257,9.738353977219916,Assembly,,Grade A,Day,Preventive,Line 3,29.987720808515277,75.67744700530619,13572.0
347.85748480219314,61.44290152255659,55.4536235138168,Packaging,Trainee,Grade C,Night,Reactive,Line 3,,,11936.0
506.678806981209,252.09015397656773,25.670717862543285,CNC,Expert,Grade B,Rotating,Preventive,Line 4,22.97304381911256,30.418112818978493,12661.0
314.7255157833859,89.35688104742522,40.11920711339068,CNC,Senior,Grade B,Night,Preventive,Line 1,27.764714463529142,51.76334546993637,6377.0
,240.0894433069762,51.011509276123284,Assembly,Trainee,Grade A,Night,Preventive,Line 1,25.178601951580955,68.46424905205113,
412.81511355327507,319.13582197339986,16.94319096742887,Assembly,Trainee,Grade B,Night,Preventive,Line 3,22.72248062629255,71.2097977665266,3406.0
161.09244204805154,41.96128998092397,23.339760750782084,CNC,Expert,Grade A,Night,Reactive,Line 1,18.81329121268467,69.37470233169506,2551.0
83.34402748790926,194.9714738299681,18.803352458356734,CNC,Trainee,Grade B,Rotating,None,,20.3329505334324,52.364397925709966,9187.0
563.0281906454829,308.4485055213414,16.972230842013122,Packaging,Junior,Grade A,Rotating,None,Line 1,28.812532039772208,67.49820592682622,7022.0
437.13643171068287,230.27303427916274,30.618086987790242,Packaging,Senior,Grade B,Rotating,Preventive,Line 2,30.890243905868097,65.93882622630899,4951.0
135.27114892339665,124.71045151876318,32.804699622498674,Assembly,Junior,Grade B,Day,None,Line 4,20.363735986854593,,5063.0
466.6132154496944,291.12426810024033,4.609365311401287,Injection,Junior,Grade C,,None,Line 4,25.97217710111488,38.43602801194394,5033.0
198.117274219419,322.0500520386013,40.39757162642074,Packaging,Expert,Grade C,Night,Preventive,Line 1,18.47843171514955,61.070935861099784,4559.0
500.79980370350256,170.50908457710764,,Packaging,Junior,Grade B,Day,Preventive,Line 1,22.071808401496902,63.85431960910424,9519.0
397.15978912994564,147.06423442011538,53.37176040682197,Injection,Junior,Grade A,Night,None,Line 3,24.28303142628632,58.3985345433954,8208.0
144.30318873585134,236.2497327887305,53.13134501334822,Packaging,Junior,Grade B,Night,Reactive,Line 4,28.302290142183335,40.658977324552325,5296.0
116.89354721020186,171.55229587789387,43.20556700246879,Injection,Trainee,Grade C,Rotating,,Line 4,18.61750994857746,43.833666017772785,7655.0
322.38136013200335,340.937295268517,51.22699128030996,Injection,Expert,Grade A,Rotating,Preventive,Line 3,28.937229114039425,65.42431357296698,4641.0
567.184598164707,320.45804177408354,55.35084521208597,CNC,Trainee,Grade B,Day,None,Line 4,20.837068700274468,78.13111820186096,5204.0
373.60900204734446,152.27964571341624,34.639732218355896,Injection,Trainee,Grade B,Rotating,None,Line 2,28.633444794628893,77.24178007779422,4644.0
474.73661009575665,204.51228337152594,58.31438155014969,Injection,Junior,Grade C,Day,,Line 3,26.756591365003715,55.98290732086464,2667.0
324.12612253155487,360.21564639554055,57.32393168339509,Assembly,Trainee,Grade A,Rotating,None,Line 1,22.75406171694023,74.32797373827341,12421.0
279.72190925489394,93.05558627231271,6.592959873091364,Assembly,Trainee,Grade A,Rotating,None,Line 2,28.132520731076436,31.472560015266662,12524.0
507.54789963821275,311.5235529609789,31.365302186627044,Assembly,Trainee,Grade A,Day,Preventive,Line 4,21.308516173394917,73.05760607988375,3645.0
320.9610057010261,154.04940646297507,6.86804785984547,Packaging,Junior,Grade B,,Reactive,Line 1,21.07619142622231,53.80754117173633,9715.0
153.60220795083734,83.01172385175968,41.04801389739126,Assembly,Senior,Grade C,Day,None,,18.86442661444322,69.0763667454159,7774.0
222.75065546511868,82.11239147009763,45.916547152765986,CNC,Senior,Grade B,Rotating,None,Line 4,23.503080433537413,30.27914547937159,14675.0
371.9193740011574,139.463440333835,53.08067797441729,CNC,Trainee,Grade C,Night,Preventive,Line 1,19.36789283543755,73.42803921845018,12971.0
289.34011153749066,237.30864985691028,39.000572309808966,CNC,Junior,Grade C,Rotating,Preventive,Line 1,23.87301267503504,59.74898111904373,9511.0
270.5243133641078,366.84036551996115,27.239566531924403,Packaging,Expert,,Rotating,Reactive,Line 2,18.13725006507885,42.011519912610794,10298.0
427.75739942472313,149.0781482993832,9.35621931952986,,Senior,Grade B,Rotating,Reactive,Line 4,20.17116686020889,47.37415272177502,6151.0
410.88661106274725,111.72201551014014,7.5062389021459115,,Trainee,Grade A,Night,Reactive,Line 3,31.053207169690793,40.033304346561586,10384.0
243.29357704541374,212.3157954314707,29.140037318827023,,Junior,Grade C,Rotating,Preventive,Line 3,29.137865426385765,51.22028789229416,1862.0
266.9018345390666,96.38637474978685,49.9528621066999,Injection,Senior,Grade C,Day,Preventive,Line 3,21.30629027029763,46.50030156402617,958.0
471.07455084311164,137.80868905509413,45.04312382305637,Injection,Senior,Grade A,,Preventive,Line 4,28.05608809899888,56.72515885260057,10964.0
559.069542588521,395.1872529616633,52.848105678194074,Injection,Junior,Grade A,Day,Preventive,Line 4,27.358745075056113,,5285.0
248.5916699292896,240.8982071439345,,Packaging,Senior,Grade C,Night,Reactive,Line 1,20.476958596613272,79.11376325904818,4201.0
231.77633607845118,322.20751633099337,12.327993344503334,Injection,Trainee,Grade B,Day,Reactive,Line 2,23.19481937815049,42.5728820363586,7554.0
217.94561032356583,116.2516410411246,12.019464626714598,Injection,Trainee,Grade A,Rotating,Reactive,Line 4,30.791880395862915,35.32541313464111,4242.0
153.58358778097016,227.2246196804317,,Packaging,,Grade B,Night,Preventive,Line 3,28.342050364879107,49.78336249513075,12288.0
276.1305972579627,223.79044707432072,11.469343934140383,Assembly,Junior,Grade C,Rotating,Preventive,Line 4,28.644888748290892,37.17771380755238,3627.0
348.3231805532039,332.5604247837013,11.24845616921467,CNC,Expert,Grade A,Rotating,Preventive,Line 2,25.894404472284805,71.71201010421771,2542.0
359.4652928227427,47.765705588840945,16.066736156090183,Packaging,Expert,Grade A,Rotating,Preventive,Line 4,27.317557182291484,55.056243976818195,739.0
439.33577520468305,,1.3540312048178738,Packaging,Trainee,Grade C,Day,None,Line 2,25.122338667756278,60.998119120432364,5433.0
107.32695434710261,68.65417612078255,34.28055986185698,CNC,Junior,Grade A,Day,Reactive,Line 1,28.37251324670727,37.53062771381969,11663.0
371.9325436672262,369.9746843350597,23.796406643236093,Injection,Expert,Grade A,Night,Reactive,Line 2,28.25818703590374,67.48044079182833,5263.0
212.5942601837271,91.42223815988348,14.243748969652595,,Expert,,Night,None,Line 3,,78.67909059674801,4163.0
204.34421823207578,231.6058203342685,8.053434212278852,Packaging,Senior,Grade A,Day,Reactive,Line 4,26.84484149695669,54.1192625746132,9829.0
490.6574834416779,75.7806969090501,27.351016061379877,Assembly,Senior,Grade B,Day,Preventive,Line 4,26.817391292138527,78.12286523953216,8212.0
159.80816646908085,200.9888806736844,36.11750339184241,CNC,Expert,Grade A,Rotating,Reactive,Line 3,18.942479518394844,31.735804692068,10853.0
251.1320773113314,147.7403809689602,58.396640001983684,,Senior,Grade A,Day,Preventive,Line 2,23.745337712431002,31.78613569071777,1500.0
411.5719455900359,191.23426616710756,15.229431970946635,Packaging,Expert,Grade C,Rotating,Preventive,Line 4,30.583047730572616,78.00064553796958,14752.0
414.2941524077162,236.21205681860783,1.5800945291330137,Assembly,,Grade C,Day,Preventive,Line 4,31.348143545846398,65.01327987155139,1955.0
105.0057268715934,205.39791056167067,,Packaging,Junior,Grade A,Rotating,,Line 2,28.950953267985057,39.434486351200235,6121.0
117.7306021770581,48.33861764750629,14.110174558292245,CNC,Senior,Grade B,Day,Reactive,Line 2,20.1205966455919,48.19373995462846,10086.0
420.78889131381715,350.84313272179236,29.055819771549242,Assembly,Junior,Grade C,Day,Preventive,Line 2,23.246079395032766,55.38765339640864,6194.0
575.6385598839756,74.18359525957655,48.493511959842756,Assembly,Trainee,Grade C,Night,Reactive,Line 4,20.55574688903925,65.13188677843723,10253.0
599.2216190668013,393.0258609132596,2.218611174274705,,Senior,Grade C,Night,None,Line 3,27.129905906248613,72.10132800876147,13898.0
593.2971138825386,346.4746971316812,8.491155387040605,CNC,Junior,Grade A,Rotating,Reactive,Line 3,28.82402231837745,34.132820235659736,12532.0
262.8217109513088,242.09509111472076,,Packaging,Expert,Grade B,Night,,Line 1,30.372720060744427,62.828706174445685,10161.0
